text;section
2639. Та-кТы-н-Шла-ра неперех. сыпаться сверху вниз по внутреннему ходу (о легких предметах). Абыгъьква та- кТыншлун (й-та-кТы-и-Шл-ув). Аб. Т. Листья сыпались свер- ху вниз (по трубе).;87. ПРЕВЕРБ та-к!-н(ы)+ КОРНИ
2640. Та-кТы-п-хва-ра перех. стащить, стаскивать что-л. сверху вниз по внутреннему ходу. Ауарджьакъла й-та-к1- н-и-хГва-х-ТТ. Аб. Т. Он (м.) стащил то (в.) сверху вниз по зымоходной трубе.;87. ПРЕВЕРБ та-к!-н(ы)+ КОРНИ
2641. Та-н-ха-ра неперех. работать где, в чем-л. (де- лать на ограниченной поверхности в чем-л.). Абар саргьи агород с-та-и-х-итГ. Т. Б., Амара, 35. Вот и я работаю в городе.;88. ПРЕВЕРБ га-н(ы)+ КОРНИ
2642. Та-н-кТ-ра//та-к1-ра перех. перевести, переводить что-л. (держать, ловить на ограниченной поверхности в чем-л.). Тобыль Тольыстан Й-а-та-н-и‘к1-11//й-а-та-й-к1-тЕ, Зули, 3. Табулов Т. перевел то (в.).;88. ПРЕВЕРБ га-н(ы)+ КОРНИ
2643. Та-п-ти-ра неперех. АРС, 343. Разбиться, разби- ваться, обрушиться во что-л. Ахъвымблы таптшыт[ (й-та-п- тшы-11). АРС, 343. Балка (перекрытие) обрушилась.;89. ПРЕВЕРБ та-п(ы)+ КОРНИ
"2644. Та-п-тш-ра перех. АРС, 343. Разбить, разбивать что-л. в чем-н.; пробить, пробивать что-л. в чем-н..Упыкв тапнатшума (й-та-п-на-тш-у-ма)? АПА, 125. Разве оно (в.) разбивает (пробивает внутрь) тебе губы?";89. ПРЕВЕРБ та-п(ы)+ КОРНИ
2645. Та-ша-х1ва неперех. быть подвязанным. Ауат руаЩаква кТасыла Й-та-пИа-хТва-и. Ком., 24.У.1986, 8. Их животы были подвязаны тряпками,;90. ПРЕВЕРБ та-и/а//та-шК(ы)+ КОРНИ
2646. Та-ша-хТва-ра перех. перевязать, связать, пере- зязывать кого, что-л. в чем-н. Аджьанах д-та-иЙа-й-хТва-тЕ. Аб, Т. Он (м.) перевязал его (ч.) на санях (в санях).;90. ПРЕВЕРБ та-и/а//та-шК(ы)+ КОРНИ
2647. Та-и-чва-ра перех. АРС, 348. Переломить, ие- реламывать что-л. во что-н. Ахъвымблы ташТырчТват1 (@-та-шы-р-чва-Т). Аб. Т. Они переломили балку сверху вниз,;90. ПРЕВЕРБ та-и/а//та-шК(ы)+ КОРНИ
2648. Тшева-ба-ра неперех. сгнить, гнить у очага, Ачва гьтшгвамбтТатГ (и-гь-тинТва-м-бгТа-тТ). Аб. Т. Шкура не сгнила у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2649. ТииТва-бзаза-ра неперех. жить у очага. Атш ва у-тиот1ва-бзаза-п1. Аб. Т. Ты (м.) проживешь у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2650. Тшгва-бкъа-ра перех. побить, бить кого-л. у оча- га. Д-ы-гь-гии{ва-йы-м-бкъа-11. Аб. Т. Он (м.) его (ч.) не побил у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2651. ТшгТва-блыгьа-ра неперех. вкатиться, подкатить- ся, вкатываться к очагу. Д-тниТва-блыгъа-т[. Аб. Т. Он (ч.) подкатился к очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2652. Тш\ва-был-ра неперех. АРС, 862. Сгореть, гореть в очаге (у очага). Ач[ахъва тиивабылуан (й-тшгва-был- уан). Аб. Т. Хлеб горел в очаге.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2653. Тшва-был-ра перех. сжечь, сжигать что-л. в очаге (у очага). Ачахъва тш варбылуан (й-тшт!ва-р-был- уан). Аб. Т. Они сжигали хлеб в очаге.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2654. Тшгва-га-ра перех. занести, заносить что-л. в очаг (к очагу). АШв тшгвалгатТ (й-тшева-л-га-тТ). Аб. Т. Она занесла корыто к очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2655. ТииТва-гыла неперех. стоять у очага (в очаге), Атаба тштвагылал! (й-тштва-гыла-и]). Аб. Т. Сковорода стоит в очаге.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2656. Тшгва-гыл-ра неперех. встать, стать в очаге (у очага). Атаба тшгвагылуаштЕ (й-типтТва-гыл-уашт ). Аб. Т. Сковорода станет в очаге.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2657. ТштТва-гва-ра перех. затолкать, заталкивать ко- го, что-л. к очагу. Ашых1в тштТваргватГ (й-игТва-р-гва-тТ). Аб. Т. Они к очагу затолкали солому.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2658. ТшгТва-гъьгъьа-ра перех. соскаблить, соскабли- зать что-л. у очага. Атаба тшгТвалгъьгььун (й-тшт]ва-л- гъьгъь-ун). Аб. Т. Она (ж.) у очага соскабливала сковороду.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2659. ТштТва-гъажь-ра неперех. вкатиться, вкатываться в очаг (к очагу). Арахъва чарх атшиМва й-тшгва-гьажь-1Т. Аб. Т. Катушка ниток вкатилась в очаг.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2660. Тип1ва-гъы-р-дз-ра неперех. моросить в очаг. Аква псайспадза й-тшиЧва-гъы-р-дз-уан. Аб. Т. Дождь мед- ленно моросил в очаг.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2661. Тшчва-джва-ра неперех. вырвать, вырывать у очага. Ацгвы тшываджват! (й-тиива-джва-1т1). Аб. Т. Кош. ка вырвала у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2662. Тии]ва-джвджва-ра неперех. плюнуть, плевать у очага. Д-гь-тшу{ва-м-джеьджва-тТ. Аб. Т. Он не плевал у очага,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
"2663. ТипТва-джвджва-ра перех. вымыть, мыть что-л. у очага; стирать что-л. у очага. Амачваква псайспадза й-тшгва-л-джвдже-ун. Аб. Т. Она медленно мыла посуду у очага.";91. ПРЕВЕРБ тшг1ва+ КОРНИ
2664. Тинва-дзах-ра неперех. шить у очага. Д-тниТва- дзах-уан. Аб. Т. Она (ч.} шила у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2665. ТипТва-дзах-ра перех. шить что-л. у очага. Ас атшЕГва й-тигоТва-л-дзах-уан. Аб. Т. Она шила сорочку у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
"2666. Тшива-дз-ра неперех. пропасть, исчезнуть, исче- зать в очаге (у очага); испортиться, портиться в очаге (у очага). АЧахъва атшгва й-тшгва-дз-т{, Аб. Т. Хлеб ис- портился в очаге.";91. ПРЕВЕРБ тшг1ва+ КОРНИ
2667. ТиутТва-дз-ра неперех. зажариться,  жариться. Ажьы ласдза й-тштГва-дзы-т1. Аб. Т. Мясо быстро зажари- лось в очаге,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2668. ТишТва-жж-ра неперех. литься в очаг. Адзы атш- Пва й-тш ва-жж-уан. Аб. Т. Вода лилась в очаг.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2669. ТштТва-кша-ра неперех. ударить, размахнуться, бить в очаг. Апша атшгва й-Ча-тииТва-кша-т[. Аб. Т. Ве- тер подул (ударил) в очаг.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2670. Тишва-ква-ра неперех. падать, идти на очаг (о дожде). Аква атштва й-га-тшва-кв-ун. Аб. Т. Дождь па- дал на очаг,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2671. Тш\ва-къьа-ра перех. подбросить, подбрасывать что-л. к очагу. Амшых тшг{вайкъьа“Т (й-тшгТва-й-къьа-), Аб. Т. Он подбросил к очагу полено.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
"2672. Тшгва-къькъьа-ра перех. перебить, перебивать, разрубить что-л. у очага (в очаге); разрезать что-л. у оча- га. Ажьы атшРва й-тинва-р-къькъьа-1Т. Аб. Т. Они раз- рубили мясо у очага.";91. ПРЕВЕРБ тшг1ва+ КОРНИ
"2673. ТшгТва-к[-ра перех. поймать, держать кого, что-л. у очага; задержать, задерживать кого, что-л. у очага. Адзые тшевайкТьиТ (й-тшиТва-й-кТы-т|). Аб. Т. Он (м.) поймал коз- ленка у очага.";91. ПРЕВЕРБ тшг1ва+ КОРНИ
"2674. ТшгТва-кТкТа-ра неперех. сверкать на очаг; падать (свет) на очаг. Амза тигТвакТун (й-тииТва-кТкТ-ун). Аб. Т, Свет лампы падал на очаг,";91. ПРЕВЕРБ тшг1ва+ КОРНИ
2675. ТииТва-квьТва-ра неперех. капать в очаг. Адзы ти вакТвквун (й-тштТва-кТькГв-ун). Аб. Т. Вода капала в очаг.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2676. Тш\ва-кЛвыр-ра неперех. подползти, подползать к очагу. Абага атшгва й-тшгТва-квыр-уан. Аб. Т. Лиса под- ползла к очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2677. ТшгТва-мах-ра неперех. потерять сознание у оча- га. Д-титва-мах-уан. Аб. Т. Он (ч.) терял сознание у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2678. ТштИва-па-ра неперех. прыгать к очагу (в очаг). Д-тиива-п-уи, Аб. Т. Он (ч.) прыгал к очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2679. ТшиТва-нса-ра перех. подмести, подметать что-л. к очагу. Ахычмычква атшгТва й-тинТва-й-пса-т!. Аб. Т. Он подмел опилки к очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2680. Тш\ва-пса-ра перех. подбросить, подбрасывать {легкие предметы) к очагу. Абыгъьква лара й-тииТва-л- пса 1. Аб. Т. Она (ж.) подбросила листья к очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2681. ТанТва-пс-ра неперех. умереть, умирать, подохнуть, подыхать у очага. Ащис тшвапсуан (й-типТва-пс-уан). Аб. Т. Воробей подыхал у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2682. ТшиТва-псс-гТа-ра неперех. залететь, залетать к очагу. Ахвых1в МатипТвапссгЕуи (й-гТа-гшиТва-песг[-ун). Аб. Т. Голубь залетел к очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
"2683. Тшва-пха-ра неперех. обогреться, обогреваться у очага. Рытш""ва длниТва-пха-тГ. Аб. Т. Он (ч.) обогрелся у их очага,";91. ПРЕВЕРБ тшг1ва+ КОРНИ
2684. Тизва-пхьа-ра неперех. переночевать, ночевать у очага (в очаге). Амгьал ужвыгьи бзита атшт!ва й-гь-гиТва- и-ихьа-с-тГ. Нышв, 214. Кукурузный хлеб еще недостаточно находится в очаге (он еще не переночевал в очаге).;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2685. ТииТва-пхьадза-ра неперех. считать у очага (в очаге)  перен. причитать у очага. Атажв атшигва дуишиТва- пхьадз-ун. Аб. Т. Старуха считала у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2686. ТштТва-ихьадза-ра перех. считать кого, что-л. у очага (в очаге). Атажв атш!ва й-тшива-л-ихьадз-ун. Аб. Т. Старуха считала то (в.) у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2687. ТииТва-пш-ра нелерех. смотреть на очаг (в очаг). Й-тштва-пшы-н йтшкТарыц1тТ. Аб. Т. Они вышли со дво- ра, посмотрев на очаг,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2688. ТштТва-пициа-ра неперех. обсохнуть, обсыхать у очага. Д-ан-тшитва-ишиа дджвылцЕстГ. Аб. Т. Он (ч.) вы- шел из помещения, когда обеох у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2689. ТштТва-пТла-ра неперех. сыпаться на очаг (в очаг). АхъвасатхТва атинТва й-тинва-п1л-ун. Аб. Т. Сажа сыпалась на очаг,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2690. ТоиТва-радза-ра перех. процедить, цедить что-л. у очага. Ахш тшиТвалрадзун (й-тшуТва-л-радз-ун). Аб. Т. Она (ж.) цедила молоко у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2691. ТииТва-р-бза-ра перех. облизать, облизывать что-л. у очага. Ацтвы Й-типТва-на-р-бз-ун. Аб. Т. Кошка то (в.) облизывала у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2692. Тш\ва-р-бщра перех. раздавить, . раздавливать что-л. у очага (в очаге). Ашвырква тш\Швалырбщеуан {йтитТва-лы-р-биГуан). Дб. Т. Она (ж.) раздавливала фрук- ты у очага. ”;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2693. Тиива-р-гъегъва-ра перех. выпрямить, выпрям- лять что-л. у очага. АцПЧвыШа тш[вайыргьвгъватГ (йтштТва-йы-р-гъвгьва-11). Аб. Т. Он (м.) выпрямил войло- чную подстилку у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
"2694. ТшигТва-р-къвакъва-ра перех. измельчить, измель- чать что-л. у очага; перен. побить, бить кого-л. у очага. Анартыхв джьапкъква тшГвайыркъвакъвун (й-тииТва- йы-р-къвакъв-ун). Аб. Т. Ои (м.) измельчал стебли кукуру- зы у очага,";91. ПРЕВЕРБ тшг1ва+ КОРНИ
2695. Тшг{ва-р-къачЕра перех. помять, мять что-л. у очага. Ачва тигвайыркъвчТуан (й-тилТва-йы-р-къвчГ-уан). Аб. Т. Он (м.) мял шкуру у очага,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2696. ТииТва-р-къвыл-ра перех. выстричь, выстригать что-л. у очага. Ауасчва атш!Мва й-тинТва-лы-р-къвыд-уаи, Аб. Т. Она (ж.) выстригала овчину у очага,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2697. ТшиТва-р-къьакъьа-ра перех. расплющить, расплю- щивать что-л. у очага. Аквпса титвадыркъьакъьан (й-тшгТва-ды-р-къьакъьа-в) йыквч[ват[. Аб. Т. Они сели на покрывало, расплющив его у очага,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
"2698. ТииТва-р-пТапТа-ра перех. растолочь, толочь что-л. У очага; перен. избить, бить кого-л. у очага. Ачыбджьы атшуТва й-типтТва-лы-р-Шаша-ун. Аб. Т. Она (ж.) толокла перец у очага.";91. ПРЕВЕРБ тшг1ва+ КОРНИ
2699. ТпиТва-р-ффа-ра перех. выстричь, выстригать что-л. у очага. Ачва атш!ва й-тшгва-лы-р-фф-ун. Аб. Т. Она (ж.) выстригала шкуру у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
"2700. Тшвар-хъа-ра перех. перетянуть кого, что-л, у очага; закрепить что-л. у очага. Ачввын айныжв д-тшва-йы-р-хъа-н дджвылц1хтГ. Аб. Т. Парень вышел, связав великана у очага.";91. ПРЕВЕРБ тшг1ва+ КОРНИ
2701. ТилгРва-ры-багъьа-ра перех. укрепить, укреплять что-л. у очага, АквчТварта тпиЧвайрыбагььун (й-тшива-й- ры-багъь-ун). Аб. Т. Он (м.) укреплял сидение у очага,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2702. ТшиТва-ры-хъваша-ра перех, разбить, разбивать что-л. у очага. Ач]выца атшева й-тииТва-й-ры-хъваша-тТ. Аб, Т. Он (м.) разбил стекло у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2703. Тшева-ры-цкьа-ра перех. очистить, очищать что-л. у очага. Ауасчва тшгТвалрыцкьун (й-тшгва-л-ры-цкь-ун). Аб. Т. Она очищала овчину у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2704. Тштва-са-ра перех. обстричь, стричь что-л. у оча- га. Ауасчва тштТвалеун (й-тшиТва-л-с-ун). Аб. Т. Она стриг- ла овчину у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2705. ТитТва-с-ра неперех. схватить, хватать (бить) в очаге. Д-тшт1ва-сы-и авымсага налахвт!. Аб. Т. Она (ж.) взяла веник, схватив его в очаге.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2706. Тш\ва-с-ра неперех. падать, идти на очаг (о сне- ге). Асы атшгва й-Та-эит{ва-с-уан. Аб. Т. Снег падал (шел) на очаг.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2707. Тшг]ва-сасый-ра неперех. обогреться, обогревать- ся у очага. Д-тшва-сасый-1Т. Аб. Т. Он (ч.) обогрелся у | очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2708. Тит7ва-сачТ-ра нелерех. сгореть, гореть в очаге (у очага). Ами!ква тшвасач М1 (й-тше[ва-сач]-11). Аб, Т. Дрова сгорели в очаге.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2709. Тии1ва-сач]-ра перех. сжечь, сжигать что-л. в очаге (у очага). АмшШжва атшг[ва й-тниТва-й-сач[-л1. Аб. Т. Он {м.) сжег дрова в очаге.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2710. Тшгва- И [а-ра неперех. вылиться, выливаться в очаге, у очага (о густой массе). Амажвадза тшеватаТат! (й-тшеТва-тТа-1). Аб. Т. Тесто вылилось у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2711. Тива-фа-ра//тштТва-ф-ра перех. съесть, есть что-л. у очага. Ахырбыз атшва `й-тшЕва-р-ф-уан. Аб. Т. Они ели арбуз у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2712. Тш!ва-ха-ра перех, сделать, делать что-л. у оча- га. Ауысква тшгвайхатЕ (й-тшхТва-й-ха-т!). Аб. Т. Он (м.) сделал дела у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2713. Тшува-х-ра перех. растолочь, толочь что-л. у оча- га. АджьыкТа атшг ва й-тшгва-л-х-уан. Аб. Т. Она (ж.) то- локла соль у очага,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2714. ТиитТва-х-ра перех. наточить, точить что-л. у оча- га. Ажвепа тниТвайхуан (й-тиива-й-х-уан). Аб. Т. Он (м.) точил нож у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2715. Тшг!ва-хх-ра неперех. побежать, бежать к очагу {в очаг). Рытипва д-тииТва-хх-уан. Аб. Т. Он бежал к их очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2716. Тшва-хх-ра перех. разрезать что-л. у очага (на мелкие куски). Аджьымщы тип]валххуан (й-тииТва-л-хх- уан). Аб. Т. Она (ж.)} у очага разрезала лук на мелкие куски.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2717. Тива-хча-ра перех. стеречь, сберечь, охранять что-л. у очага. Ирымаз тшгвайхчатТ (й-тпиТва-й-хчал]). Аб. Т. Он (м.) сберег у очага все, что они имели.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2718. ТштТва-хчЕ-ра неперех. разбиться, разбиваться у очата (в очаге). И-тшгва-хчТы-тГ. Аб. Т. То (в.) разбилось у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2719. Тип1ва-хы-с-ра неперех. выстрелить, стрелять в очаг. Д-тштва-хы-с-тГ. Аб. Т. Он (ч.) выстрелил в очаг.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2720. ТшгРва-хыха-ра неперех. спрясть, прясть у очага, Атажв атшгТва д-титТва-хых-ун. Аб. Т. Старуха пряла у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2721. Тшва-хв-ра перех. просеять, просеивать что-л. у очага. Ашыла тшг]валхвуан (й-типва-л-хв-уан). Аб. Т. Она (ж.) просеивала муку у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2722. Тии1ва-хвхва-ра неперех. капать на очаг, Адза- чвиТвара атшг!ва й-титва-хвхв-ун. Аб. Т. Капли воды ка- пали на очаг.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2723. ТшеТва-хъваша-ра неперех. разбиться, разбиваться у очага. Амза атшгва й-тиива-хъваша-тТ, Аб. Т. Лампа разбилась у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2724. ТииТва-хъвмар-ра неперех. играть в очаге, у оча{ га. АхТвынапква рытшёва й-тии1ва-къвмар-уан, Аб. Т. Мыши играли у их очага,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2725. Тичва-хТва-ра перех. сказать, говорить что-л. у очага. Рытш!ва турыхта й-тииТва-р-хТва-йа? Аб. Т. Сколь- ко сказок они рассказали у их очага?;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2726.ТииТва-ца-ра перех. гнать, гонять кого-л. к очагу, Ажв атшгва й-з-атигва-у-па-уа-йа? Аб. Т. Почему ты (м.) гонишь корову к очагу?;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2727. Тшва-цыр-ра неперех. закричать, кричать у очага. АхТвынан анылба д-тива-цыр-тГ. Аб. Т. Когда она (ж.) увидела мышь, она закричала у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2728. Тицва-ча-ра неперех. кушать, есть у очага, Агв- лачва атшГва й-титва-ч-ун. Аб. Т. Соседи ели у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2729. Тш[ва-чпа-ра перех. сделать, делать что-л. у оча- га (в очаге). Амца тшварчпатГ (й-тшеТва-р-чпа-т!). Аб. Т. Они в очаге разожгли (сделали) огонь.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2730. Тшва-чв-ра перех. выстрогать, строгать что-л. у очага. Алыгажв аквпРигъва  тнпТвайчвуан (й-тшиТва-й- чв-уан). Аб. Т. Старик строгал у очага деревянную ложку.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2731. ТизгТва-чв-ра неперех. заснуть, засыпать у очага. Алыгажв д-типТва-чв-тГ. Аб. Т. Старик заснул у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2732. ТииТва-чва-ра перех. вылить, выливать (жидкость) в очаг. Адзы типТвалчван (й-тии]ва-л-чва-и) амца лры- чвхтГ. Аб. Т. Она (ж.) потушила огонь, вылив в очаг воды.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2133. Тшгва-ч[-ра перех. поджарить, поджаривать что-л. в очате. Аджьымщы тшвалчТыт[ (й-мшеТва-л-чТы-т!). Аб. Т. Она (ж.) поджарила лук в очаге.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2734. ТинТва-ч1Тва неперех. сидеть у очага. Рытшгва у-тинТва-чТва-пТ. Сгвы, 78. Ты (м.) сидишь у их очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2735. ТинТва-чТва-ра неперех. АРС, 362. Сесть, сади- ться к очагу. АтшМва хЕтшива-чТва-тТ. Нышв, 88. Мы се- ли к очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2736. ТинЧва-ч!ва-ра неперех. литься к очагу. Адзы тшеТвачТвун (й-тшгТва-ч{-ун). Аб. Т. Вода лилась к очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2737. Тшива-чвачТва-ра неперех. прилипнуть, прилип- нуть к очагу. Анышв тш!вачТвачТват!Г (й-тшва-9Зва- ч1ва-Т), Аб. Т. Глина прилипла к очату.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2738. Тии{ва-ч(вчв-ра неперех. прокиснуть, прокисать в очаге (у очага}, Ахш тшгвавчвытЕ (й-тшгТва-чвчТвы- т. Аб. Т. Молоко прокисло у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2739. ТниТва-чЧЧвыу-ра неперех. плакать у очага. Асаби дтштва-выу-ан. Аб, Т. Ребенок плакал у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2140. Тшва-ш-ра неперех. раскалиться, раскаляться у очага. Атаба ти вашыт! (й-титТва-шы-тТ). Аб. Т. Сковоро- да раскалилась у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2741. Тш\ва-ша-ра перех. поделить, делить что-л, у очага. Йлымаз тш:валшат! (й-тшиТва-л-ша-т!). Аб. Т. Она {ж.) у очага поделила все, что имела.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2742. Тигва-шах-ра неперех. сгореть, гореть в очаге. Амгьал тшвашахтГ (й-тштТва-шах-тГ). Аб. Т. Хлеб (ку- курузный) сгорел в очаге.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2743. Тшева-шах-ра перех. сжечь, сжигать что-л. в очаге. Амтьал тшывалшахтТ (й-тшева-л-шах-Т). Аб. Т. Она (ж.} сожгла в очаге кукурузный хлеб.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2744. Тшгва-шв-ра неперех. замерзнуть, замерзать у очага. Адзы тшМвашвуан (й-тшева-шв-уан). Аб. Т. Вода замерзала у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2745. Тинва-шва-ра неперех. АРС, 362. Упасть, падать в очаг. Анышв атшт]ва й-а-тшгТва-шва-11. Аб. Т. Ком глины упал в очаг,;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2746. ТшгТва-шва-ра неперех. уместиться, разместиться. размещаться у очага. Атштва зымМвагьи  тшвашват! (й-типТва-шва-1Т). Аб. Т. У очага все разместились.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2747. ТлиЧва-шви-ра неперех. проклясть, проклинать у очага. Д-гь-тива-м-швйы-1Т. Аб. Т. Он (ч.) не проклял у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2748. ТшгТвашвьшв-ра непёрех. свистеть у очага. Атш- ва й-гь-тшгва-швшв-уа-м. Аб. Т. У очага не свиетят.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
"2749. Тшгва-щ-ра перех, убить, убивать кого-л. у оча- га; побить, бить кого-л, у очага. Заколоть, закалывать ко- го-л. у очага. Д-гь-титТва-ры-м-щ-уз-шы-зтГ. Аб. Т. Они не хотели побить его (ч.) у очага.";91. ПРЕВЕРБ тшг1ва+ КОРНИ
2750. Тш\ва-щахТа-ра перех. связать, связывать кого- л. у очага. Ауаса тш\вайщахТат! (й-тшива-й-щахТа-т!). Аб. Т. Он (м.) связал овцу у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2751. Титва-щща-ра неперех. трескаться у очага. АцТыкв тштващщун (й-титТва-ши-ун). Аб. Т. Кувшин тре- скался у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2752. Тшгва-щщ-ра неперех. пролезть, пролезать к оча- гу. Д-тииТва-шищ-уан, Аб. Т. Он (ч.) пролезал к очагу.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2753. Тшт!ва-щисра перех. гладить кого, что-л. у оча- га. Д-тииТва-й-щш-уан. Аб. Т. Он (м.) гладил его (ч.) у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2754. Тил1ва-щых-ра перех. помазать, мазать что-л. у очага. Атццыраква тшГвалщыхт! (й-тиг]ва-лщых-тЮ. Аб. Т. Она (ж.) помазала выбоины у очага.;91. ПРЕВЕРБ тшг1ва+ КОРНИ
2755. Тныв-блыгьа-ра неперех. выкатиться, выкаты- ваться от (из) очага. Д-тшьв-блытьа-х-тГ. Аб. Т. Он (ч.) выкатился от очага.;92. ПРЕВЕРБ тшг!в(ы)+ КОРНИ
2756. ТшытТв-га-ра перех. вынести, выносить кого, что-л. от (из) очага. Д-тниТвы-р-га-х-тГ. Аб, Т. Они его (ч.) вы- несли из очага.;92. ПРЕВЕРБ тшг!в(ы)+ КОРНИ
